"Päällyste","Vuosi","Tiedot","Alue","Yhteensä","Valtatie","Kantatie","Seututie","Yhdystie","Lauttaväli"
"Öljysora ja vastaava","2025","Tiepituus","  Pyhtää",40,.,.,.,40,.
"Öljysora ja vastaava","2025","Tiepituus","  Virolahti",39,.,.,.,39,.
"Öljysora ja vastaava","2025","Tiepituus","  Kouvola",258,.,.,55,203,.
"Öljysora ja vastaava","2025","Tiepituus","MK09 Etelä-Karjala",574,.,.,68,506,.
"Öljysora ja vastaava","2025","Tiepituus","  Imatra",13,.,.,.,13,.
"Öljysora ja vastaava","2025","Tiepituus","  Parikkala",124,.,.,.,124,.
"Öljysora ja vastaava","2025","Tiepituus","  Rautjärvi",47,.,.,.,47,.
"Öljysora ja vastaava","2025","Tiepituus","  Ruokolahti",135,.,.,15,120,.
"Öljysora ja vastaava","2025","Tiepituus","  Lappeenranta",76,.,.,2,74,.
"Öljysora ja vastaava","2025","Tiepituus","  Lemi",30,.,.,6,24,.
"Öljysora ja vastaava","2025","Tiepituus","  Luumäki",64,.,.,14,50,.
"Öljysora ja vastaava","2025","Tiepituus","  Savitaipale",31,.,.,23,8,.
"Öljysora ja vastaava","2025","Tiepituus","  Taipalsaari",54,.,.,7,47,.
"Öljysora ja vastaava","2025","Tiepituus","MK04 Satakunta",1252,.,0,136,1115,.
"Öljysora ja vastaava","2025","Tiepituus","  Jämijärvi",33,.,.,.,33,.
"Öljysora ja vastaava","2025","Tiepituus","  Kankaanpää",95,.,0,13,81,.
"Öljysora ja vastaava","2025","Tiepituus","  Karvia",63,.,.,25,38,.
"Öljysora ja vastaava","2025","Tiepituus","  Siikainen",55,.,.,21,34,.
"Öljysora ja vastaava","2025","Tiepituus","  Harjavalta",23,.,.,.,23,.
"Öljysora ja vastaava","2025","Tiepituus","  Huittinen",101,.,.,10,91,.
"Öljysora ja vastaava","2025","Tiepituus","  Kokemäki",90,.,.,.,90,.
"Öljysora ja vastaava","2025","Tiepituus","  Merikarvia",60,.,.,0,60,.
"Öljysora ja vastaava","2025","Tiepituus","  Nakkila",44,.,.,.,44,.
"Öljysora ja vastaava","2025","Tiepituus","  Pomarkku",32,.,.,.,32,.
"Öljysora ja vastaava","2025","Tiepituus","  Pori",167,.,.,15,152,.
"Öljysora ja vastaava","2025","Tiepituus","  Ulvila",57,.,.,11,46,.
"Öljysora ja vastaava","2025","Tiepituus","  Eura",118,.,.,21,97,.
"Öljysora ja vastaava","2025","Tiepituus","  Eurajoki",103,.,.,.,103,.
"Öljysora ja vastaava","2025","Tiepituus","  Rauma",101,.,.,11,91,.
"Öljysora ja vastaava","2025","Tiepituus","  Säkylä",111,.,.,10,101,.
"Öljysora ja vastaava","2025","Tiepituus","MK06 Pirkanmaa",1255,.,0,118,1137,.
"Öljysora ja vastaava","2025","Tiepituus","  Akaa",48,.,.,.,48,.
"Öljysora ja vastaava","2025","Tiepituus","  Urjala",77,.,.,.,77,.
"Öljysora ja vastaava","2025","Tiepituus","  Valkeakoski",15,.,.,0,15,.
"Öljysora ja vastaava","2025","Tiepituus","  Punkalaidun",48,.,.,25,23,.
"Öljysora ja vastaava","2025","Tiepituus","  Sastamala",143,.,.,11,132,.
"Öljysora ja vastaava","2025","Tiepituus","  Ikaalinen",83,.,.,23,59,.
"Öljysora ja vastaava","2025","Tiepituus","  Kihniö",54,.,.,.,54,.
"Öljysora ja vastaava","2025","Tiepituus","  Parkano",31,.,.,5,26,.
"Öljysora ja vastaava","2025","Tiepituus","  Hämeenkyrö",59,.,.,1,58,.
"Öljysora ja vastaava","2025","Tiepituus","  Kangasala",56,.,.,11,45,.
"Öljysora ja vastaava","2025","Tiepituus","  Kuhmoinen",55,.,.,13,42,.
"Öljysora ja vastaava","2025","Tiepituus","  Lempäälä",18,.,.,.,18,.
"Öljysora ja vastaava","2025","Tiepituus","  Nokia",21,.,.,.,21,.
"Öljysora ja vastaava","2025","Tiepituus","  Orivesi",68,.,.,.,68,.
"Öljysora ja vastaava","2025","Tiepituus","  Pirkkala",15,.,.,.,15,.
"Öljysora ja vastaava","2025","Tiepituus","  Pälkäne",44,.,.,.,44,.
"Öljysora ja vastaava","2025","Tiepituus","  Tampere",59,.,.,.,59,.
"Öljysora ja vastaava","2025","Tiepituus","  Vesilahti",27,.,.,12,15,.
"Öljysora ja vastaava","2025","Tiepituus","  Ylöjärvi",99,.,.,1,99,.
"Öljysora ja vastaava","2025","Tiepituus","  Juupajoki",31,.,.,.,31,.
"Öljysora ja vastaava","2025","Tiepituus","  Mänttä-Vilppula",38,.,.,0,38,.
"Öljysora ja vastaava","2025","Tiepituus","  Ruovesi",61,.,.,0,60,.
"Öljysora ja vastaava","2025","Tiepituus","  Virrat",106,.,0,16,89,.
"Öljysora ja vastaava","2025","Tiepituus","MK13 Keski-Suomi",1073,.,74,337,661,.
"Öljysora ja vastaava","2025","Tiepituus","  Joutsa",97,.,.,50,47,.
"Öljysora ja vastaava","2025","Tiepituus","  Luhanka",35,.,.,28,8,.
"Öljysora ja vastaava","2025","Tiepituus","  Hankasalmi",33,.,.,13,20,.
"Öljysora ja vastaava","2025","Tiepituus","  Jyväskylä",47,.,.,6,41,.
"Öljysora ja vastaava","2025","Tiepituus","  Laukaa",56,.,.,1,54,.
"Öljysora ja vastaava","2025","Tiepituus","  Muurame",23,.,.,1,22,.
"Öljysora ja vastaava","2025","Tiepituus","  Petäjävesi",15,.,.,6,10,.
"Öljysora ja vastaava","2025","Tiepituus","  Toivakka",35,.,.,.,35,.
"Öljysora ja vastaava","2025","Tiepituus","  Uurainen",18,.,.,.,18,.
"Öljysora ja vastaava","2025","Tiepituus","  Jämsä",113,.,.,24,90,.
"Öljysora ja vastaava","2025","Tiepituus","  Keuruu",73,.,.,13,59,.
"Öljysora ja vastaava","2025","Tiepituus","  Multia",2,.,.,.,2,.
"Öljysora ja vastaava","2025","Tiepituus","  Kannonkoski",26,.,.,.,26,.
"Öljysora ja vastaava","2025","Tiepituus","  Karstula",63,.,17,33,13,.
"Öljysora ja vastaava","2025","Tiepituus","  Kinnula",62,.,26,20,16,.
"Öljysora ja vastaava","2025","Tiepituus","  Kivijärvi",52,.,31,5,16,.
"Öljysora ja vastaava","2025","Tiepituus","  Kyyjärvi",11,.,.,.,11,.
"Öljysora ja vastaava","2025","Tiepituus","  Pihtipudas",80,.,.,35,45,.
"Öljysora ja vastaava","2025","Tiepituus","  Saarijärvi",85,.,.,16,69,.
"Öljysora ja vastaava","2025","Tiepituus","  Viitasaari",93,.,.,54,39,.
"Öljysora ja vastaava","2025","Tiepituus","  Konnevesi",14,.,.,10,4,.
"Öljysora ja vastaava","2025","Tiepituus","  Äänekoski",39,.,.,22,17,.
"Öljysora ja vastaava","2025","Tiepituus","MK14 Etelä-Pohjanmaa",1661,0,51,397,1214,.
"Öljysora ja vastaava","2025","Tiepituus","  Alajärvi",116,.,0,17,99,.
"Öljysora ja vastaava","2025","Tiepituus","  Evijärvi",27,.,0,.,27,.
"Öljysora ja vastaava","2025","Tiepituus","  Lappajärvi",59,.,.,38,21,.
"Öljysora ja vastaava","2025","Tiepituus","  Soini",74,.,.,32,42,.
"Öljysora ja vastaava","2025","Tiepituus","  Vimpeli",69,.,.,9,60,.
"Öljysora ja vastaava","2025","Tiepituus","  Alavus",103,0,.,5,98,.
"Öljysora ja vastaava","2025","Tiepituus","  Kuortane",84,.,.,17,66,.
"Öljysora ja vastaava","2025","Tiepituus","  Ähtäri",76,.,17,5,55,.
"Öljysora ja vastaava","2025","Tiepituus","  Ilmajoki",49,.,.,.,49,.
"Öljysora ja vastaava","2025","Tiepituus","  Isokyrö",61,.,.,.,61,.
"Öljysora ja vastaava","2025","Tiepituus","  Kauhava",168,.,.,51,117,.
"Öljysora ja vastaava","2025","Tiepituus","  Kurikka",225,.,.,49,176,.
"Öljysora ja vastaava","2025","Tiepituus","  Lapua",76,.,.,1,74,.
"Öljysora ja vastaava","2025","Tiepituus","  Seinäjoki",137,.,.,30,107,.
"Öljysora ja vastaava","2025","Tiepituus","  Isojoki",70,.,.,49,21,.
"Öljysora ja vastaava","2025","Tiepituus","  Karijoki",37,.,.,24,13,.
"Öljysora ja vastaava","2025","Tiepituus","  Kauhajoki",147,.,34,28,84,.
"Öljysora ja vastaava","2025","Tiepituus","  Teuva",85,.,.,41,44,.
"Öljysora ja vastaava","2025","Tiepituus","MK15 Pohjanmaa",842,.,.,69,773,.
"Öljysora ja vastaava","2025","Tiepituus","  Kruunupyy",86,.,.,.,86,.
"Öljysora ja vastaava","2025","Tiepituus","  Luoto",8,.,.,.,8,.
"Öljysora ja vastaava","2025","Tiepituus","  Pedersören kunta",64,.,.,12,52,.
"Öljysora ja vastaava","2025","Tiepituus","  Pietarsaari",14,.,.,.,14,.
"Öljysora ja vastaava","2025","Tiepituus","  Uusikaarlepyy",81,.,.,.,81,.
"Öljysora ja vastaava","2025","Tiepituus","  Kaskinen",.,.,.,.,.,.
"Öljysora ja vastaava","2025","Tiepituus","  Kristiinankaupunki",100,.,.,7,93,.
"Öljysora ja vastaava","2025","Tiepituus","  Närpiö",147,.,.,35,112,.
"Öljysora ja vastaava","2025","Tiepituus","  Korsnäs",29,.,.,.,29,.
"Öljysora ja vastaava","2025","Tiepituus","  Laihia",26,.,.,12,14,.
"Öljysora ja vastaava","2025","Tiepituus","  Maalahti",24,.,.,3,21,.
"Öljysora ja vastaava","2025","Tiepituus","  Mustasaari",144,.,.,.,144,.
"Öljysora ja vastaava","2025","Tiepituus","  Vaasa",26,.,.,.,26,.
"Öljysora ja vastaava","2025","Tiepituus","  Vöyri",93,.,.,0,93,.
"Öljysora ja vastaava","2025","Tiepituus","MK10 Etelä-Savo",1409,.,9,483,917,.
"Öljysora ja vastaava","2025","Tiepituus","  Hirvensalmi",38,.,.,30,8,.
"Öljysora ja vastaava","2025","Tiepituus","  Kangasniemi",99,.,.,32,67,.
"Öljysora ja vastaava","2025","Tiepituus","  Mikkeli",277,.,.,44,233,.
"Öljysora ja vastaava","2025","Tiepituus","  Mäntyharju",144,.,.,71,73,.
"Öljysora ja vastaava","2025","Tiepituus","  Puumala",118,.,9,22,87,.
"Öljysora ja vastaava","2025","Tiepituus","  Juva",102,.,.,31,70,.
"Öljysora ja vastaava","2025","Tiepituus","  Pieksämäki",124,.,.,43,81,.
"Öljysora ja vastaava","2025","Tiepituus","  Enonkoski",43,.,.,15,28,.
"Öljysora ja vastaava","2025","Tiepituus","  Rantasalmi",40,.,.,0,40,.
"Öljysora ja vastaava","2025","Tiepituus","  Savonlinna",308,.,.,122,186,.
"Öljysora ja vastaava","2025","Tiepituus","  Sulkava",117,.,.,72,44,.
"Öljysora ja vastaava","2025","Tiepituus","MK11 Pohjois-Savo",1784,.,39,720,1024,.
"Öljysora ja vastaava","2025","Tiepituus","  Kaavi",80,.,.,44,36,.
"Öljysora ja vastaava","2025","Tiepituus","  Rautavaara",73,.,28,33,12,.
"Öljysora ja vastaava","2025","Tiepituus","  Tuusniemi",73,.,.,46,27,.
"Öljysora ja vastaava","2025","Tiepituus","  Kuopio",437,.,.,128,309,.
"Öljysora ja vastaava","2025","Tiepituus","  Siilinjärvi",57,.,.,3,54,.
"Öljysora ja vastaava","2025","Tiepituus","  Rautalampi",61,.,.,38,23,.
"Öljysora ja vastaava","2025","Tiepituus","  Suonenjoki",51,.,.,16,36,.
"Öljysora ja vastaava","2025","Tiepituus","  Tervo",71,.,.,26,45,.
"Öljysora ja vastaava","2025","Tiepituus","  Vesanto",48,.,.,39,9,.
"Öljysora ja vastaava","2025","Tiepituus","  Joroinen",64,.,.,24,40,.
"Öljysora ja vastaava","2025","Tiepituus","  Leppävirta",101,.,.,59,43,.
"Öljysora ja vastaava","2025","Tiepituus","  Varkaus",51,.,.,33,18,.
"Öljysora ja vastaava","2025","Tiepituus","  Iisalmi",69,.,.,7,63,.
"Öljysora ja vastaava","2025","Tiepituus","  Keitele",41,.,.,23,18,.
"Öljysora ja vastaava","2025","Tiepituus","  Kiuruvesi",106,.,.,62,44,.
"Öljysora ja vastaava","2025","Tiepituus","  Lapinlahti",136,.,.,47,88,.
"Öljysora ja vastaava","2025","Tiepituus","  Pielavesi",128,.,.,83,45,.
"Öljysora ja vastaava","2025","Tiepituus","  Sonkajärvi",94,.,11,.,83,.
"Öljysora ja vastaava","2025","Tiepituus","  Vieremä",42,.,.,10,33,.
"Öljysora ja vastaava","2025","Tiepituus","MK12 Pohjois-Karjala",1477,0,.,627,850,.
"Öljysora ja vastaava","2025","Tiepituus","  Heinävesi",82,.,.,49,32,.
"Öljysora ja vastaava","2025","Tiepituus","  Ilomantsi",116,.,.,69,47,.
"Öljysora ja vastaava","2025","Tiepituus","  Joensuu",276,.,.,177,99,.
"Öljysora ja vastaava","2025","Tiepituus","  Juuka",122,.,.,67,55,.
"Öljysora ja vastaava","2025","Tiepituus","  Kontiolahti",89,.,.,8,80,.
"Öljysora ja vastaava","2025","Tiepituus","  Liperi",82,.,.,26,57,.
